años_experiencia,experiencia,modalidad,formación_académica,sector,tipo_de_empleo,beneficios,Ciudad,Salario_medio,Rango_Salarial,Titulo_Habilidades
,,,Ninguna,Servicios,Jornada completa,,Albacete,,,"Comercial Albacete - Salario fijo + Comisiones Pasión, Compromiso, Innovación, Trabajo en Equipo, Confianza y Responsabilidad"
2.0,junior,,Grado Universitario,Agricultura,Jornada completa,,Albacete,,,"Licenciado/a o Graduado/a en Veterinaria Saneamiento ganadero en bovinos, saneamiento ganadero en caprinos, desplazamientos a centros ganaderos, diagnóstico de la tuberculosis bovina"
5.0,senior,,ESO,Agricultura,Contrato por obra,,Albacete,,,"IM Global Solution Architect Arquitectura de soluciones, diseño de sistemas web, frameworks modernos (frontend y backend), patrones orientados a servicios, Docker, Kubernetes, OpenID Connect, SAML, LDAP, CI/CD pipelines, Entity-Relationship modeling, Bash scripting, Git, microservicios, Kafka, RabbitMQ, web server configuration (Nginx, Tomcat), Scrum, Kanban, UML, Jira, JSON Schema, XML/XSD"
,,Presencial,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Media jornada,,Albacete,,,"Médico Especialista en Medicina Interna y/o Geriatría VÍA MIR - León Atención médica, elaboración de diagnósticos, propuestas de tratamiento, seguimiento, coordinación con otros servicios del hospital, gestión del alta hospitalaria, coordinación con Atención Primaria o servicios post-hospitalización, participación en turnos de guardia"
,,,Ninguna,"Salud, Farmacia y Tecnología Médica",Media jornada,,Albacete,,,"fisioterapeuta en clínica privada de Villarrobledo FISIOTERAPIA DEPORTIVA, FISIOTERAPIA PEDIATRICA Y LACTANCIA"
3.0,senior,,Grado Universitario,Construcción,,,Albacete,,,"Técnico PRL - Obra Normativa de prevención de riesgos laborales, técnicas de investigación de accidentes, formación y motivación de trabajadores, trabajo en equipo, comunicación efectiva"
3.0,senior,Hibrido,Grado Universitario,Energía y medio ambiente,Jornada completa,,Albacete,,,"Supervisor de Alta Tensión - Fotovoltaica Ingeniería Técnica Industrial Especialidad Electricidad/Electrónica, CFGS Electricidad o Electrónica, gestión de proyectos, liderazgo, Energía Fotovoltaica, dominio de ofimática, SAP u otro sistema GMAO, autonomía, iniciativa propia, trabajo en equipo, formación continua en tecnologías y normativa del sector"
,,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Temporal,,Albacete,23966.28,22.000-30.000,"Psicólogo/a Trabajo interdisciplinar, atención a familias, intervención directa con usuarios"
,,,Postgrado,"Salud, Farmacia y Tecnología Médica",Media jornada,,Albacete,,,"Grado en Fisioterapia Atención temprana, trabajo en equipo, orientación transdisciplinar, elaboración de informes, asesoramiento a familias, trabajo en entornos naturales, coordinación con otros profesionales, elaboración de ayudas técnicas"
0.0,intern,,Grado Universitario,Economía y política,Contrato por obra,,Albacete,5500.0,<15.000,"Profesor/a de inglés Impartir clases de inglés, titulación en Magisterio de inglés, Filología Inglesa, experiencia en enseñanza de inglés para niños y adultos"
4.0,senior,,Grado Universitario,Finanzas y seguros,,,Albacete,,,"Contable Senior EXCEL, Power BI, inglés (B1-B2), análisis financiero, trabajo en equipo, comunicación efectiva"
,,,Ninguna,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Albacete,,,"Veterinario/a Generalista de Urgencias - Medivet Los Llanos Interés en el desarrollo profesional a largo plazo, Ganas de formar parte de un equipo vocacional, comprometido y en evolución constante"
,,,Grado Universitario,Construcción,Temporal,,Albacete,,,"Coordinador/a Seguridad y Salud PRL - Albacete Control de documentación, coordinación de actuaciones, análisis y planificación de trabajos, reuniones de CSS, experiencia en coordinación de seguridad y salud en fase de ejecución, carnet de conducir y vehículo propio"
,,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Albacete,,,"GINECOLOGIA Y OBSTETRICIA - HOSPITAL PRIVADO, ALBACETE Consulta, Urgencias, Hospitalización, Quirófano"
,,,Ninguna,Construcción,Jornada completa,,Albacete,20400.0,15.000-22.000,"Fontanero/a Montaje e instalación de sistemas de fontanería, calefacción y climatización, mantenimiento, permiso de conducir B"
3.0,senior,,Ninguna,Agricultura,Jornada completa,,Albacete,,,"Electrical Definition Engineer Análisis de sistemas eléctricos, diseño de sistemas eléctricos, herramientas SEE IGEXAO, SAP/NCM, BDElecV2, habilidades de comunicación, trabajo en equipo, rigor y metodología, capacidad para manejar presión y gestión de emergencias"
,,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Albacete,,,"MEDICINA INTERNA - HOSPITAL PRIVADO, ALBACETE Consulta, Urgencias, Hospitalización"
,,Presencial,Ninguna,Transporte y Logística,Jornada completa,,Albacete,,,"Albacete Conductor/a DUO-TRAILER Carnet C+E, CAP, Tarjeta de tacógrafo digital"
0.0,intern,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Temporal,,Albacete,,,"Fisioterapeuta DT Albacete Gestión informes sesiones RHB, Indicadores de desempeño y actividad RHB, Citación de pacientes y control de asistencia, Lectura e interpretación de historia clínica del paciente, Mantenimiento del gimnasio y pedidos de material, Atención primeras visitas, Aplicación de técnicas (diatermia, punción seca, ejercicios), Razonamiento clínico en fisioterapia, Consulta con especialistas y/o médico para control evolutivo de pacientes"
0.0,intern,Presencial,Ninguna,Energía y medio ambiente,Contrato por obra,,Albacete,21000.0,15.000-22.000,"Conductor/a de camión con CAP en vigor Carné C, CAP, certificación GWO"
0.0,intern,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Albacete,,,"Farmacéutico/a Adjunto - Turno tarde Organización y gestión del tiempo, trabajo en equipo, actitud proactiva, compromiso con la formación continua, conocimiento del software Farmatic"
3.0,junior,Presencial,FP Superior,Medios de comunicación,Jornada completa,,Albacete,31800.0,30.000-40.000,"Mecánico de coches Carnet de Conducir B, reparación de averías eléctricas, conocimientos de multímetro, osciloscopio e interpretación de esquemas eléctricos, experiencia en máquinas de diagnosis (Bosch, Delphi, Autel), conocimientos mecánicos como embragues, distribuciones, culatas y motores"
1.0,junior,Presencial,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Temporal,,Albacete,,,Enfermero/a - Hospital Quirónsalud Albacete null
1.0,junior,Presencial,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Temporal,,Albacete,,,Enfermero/a de Quirófano - Hospital QS Santa Cristina null
0.0,intern,Presencial,Ninguna,Transporte y Logística,Jornada completa,,Albacete,24000.0,22.000-30.000,"CONDUCTOR C+E – RUTA FIJA PAQUETERIA IDA Y VUELTA ALBACETE / MADRID Carnet C+E en vigor, CAP y tarjeta de tacógrafo, experiencia previa valorable, disponibilidad para turno nocturno y trabajo de domingo a jueves"
0.0,intern,Presencial,FP Medio,"Salud, Farmacia y Tecnología Médica",Temporal,,Albacete,13924.44,<15.000,"AUXILIAR DE GERIATRIA Ayuda a domicilio, auxiliar de geriatría, auxiliar de enfermería"
0.0,intern,,FP Superior,Servicios,Temporal,,Albacete,,,"Auxiliar ayuda domicilio Atención y cuidados a personas dependientes, trabajo en equipo, habilidades de comunicación y empatía"
0.0,intern,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Albacete,,,"Farmacéutico Adjunto Organización y gestión del tiempo, trabajo en equipo, actitud proactiva, compromiso con la formación continua, conocimiento del software Farmatic"
1.0,junior,,Ninguna,Transporte y Logística,Jornada completa,,Albacete,,,"Conductores camión con remolque Permiso de conducir C+E, Certificado de Aptitud Profesional (CAP), tacógrafo en regla, conocimientos básicos de mecánica"
0.0,intern,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Media jornada,,Albacete,,,"Médico/a Centro Residencial DomusVi Santa Gema Planificar analíticas, realizar volantes, programar y solicitar citas con especialistas, rellenar historia médica, elaborar curso clínico evolutivo, realizar reconocimientos médicos, seguimiento y evaluación de programas de atención sanitaria, realizar exámenes y diagnósticos médicos, prescripción de tratamientos, control de stock de medicamentos, establecer programas específicos con el equipo interdisciplinar, atender consultas de familiares"
3.0,junior,,Ninguna,Energía y medio ambiente,Jornada completa,,Albacete,,,"Jefe de Obra Civil Análisis técnico económico, planificación de obra, gestión técnica de obra, optimización de recursos humanos, coordinación de equipos, seguimiento de medidas preventivas, atención al cliente, experiencia en parques eólicos y solares, gestión de proyectos EPC"
,,,FP Medio,"Salud, Farmacia y Tecnología Médica",Media jornada,,Albacete,,,"Auxiliar de enfermería Atención sociosanitaria, cuidado de residentes, trabajo en equipo, habilidades de comunicación"
,,,Grado Universitario,"Salud, Farmacia y Tecnología Médica",,,Albacete,,,"Logopeda Intervención transdisciplinar, asesoramiento a otros profesionales, elaboración de informes y documentos, colaboración y coordinación con otros profesionales"
3.0,junior,,Grado Universitario,Internet,Jornada completa,,Albacete,,,"INGENIERO/A CÁLCULO DE ESTRUCTURAS STAAD Pro, SAP2000, Idea Statica, Robot Structural Analysis, AutoCAD / Revit, Tekla, análisis estático y dinámico, diseño sísmico-resistente, diseño de estructuras de acero, hormigón y/o estructuras mixtas, normativas internacionales (ACI, AISC, Eurocódigos, ASCE), BIM (Building Information Modeling), trabajo en equipo, coordinación con otras disciplinas (arquitectura, instalaciones, etc.)"
1.0,senior,Presencial,Ninguna,Construcción,Jornada completa,,Albacete,3400.04,<15.000,Enfermeros internos en Irlanda- 2.844-3.956 euro/mes Inglés fluído
0.0,intern,Presencial,Ninguna,Servicios,Jornada completa,,Toledo,23000.0,22.000-30.000,"Técnico de control de plagas Permiso de conducir B, buenas habilidades de trato con clientes, autonomía y responsabilidad"
,,Presencial,Ninguna,Servicios,Jornada completa,,Santander,33000.0,30.000-40.000,"COMERCIAL DDD Conocimientos de la zona, conocimientos del mercado"
2.0,junior,,Grado Universitario,Agricultura,,,Segovia,,,"Técnico/a de Sanidad Vegetal Control de plagas y enfermedades, realización de muestreos y sondeos, elaboración de informes técnicos, coordinación con otros departamentos, cumplimiento de normativa fitosanitaria, manejo básico de herramientas informáticas, manejo seguro de productos fitosanitarios"
0.0,intern,,Ninguna,Servicios,Media jornada,,Santa Cruz de Tenerife,,,"Profesional para impartir taller de ""Desarrollo personal"" a personas mayores. Empatía, dinamización de grupos, poder de escucha"
2.0,senior,Presencial,ESO,"Salud, Farmacia y Tecnología Médica",Contrato por obra,,Sevilla,18494.98,15.000-22.000,"Técnico Superior de la rama de la Sanidad o Química REF: 035/26 CAB Cultivo de células humanas en cultivo, Análisis de la reparación del ADN, Estudio de vesículas extracelulares"
2.0,junior,,Ninguna,Tecnología y telecomunicaciones,Prácticas,"Estabilidad y Futuro, Proyectos Innovadores y de Alto Alcance, Ambiente Cercano y Transparente, Autonomía y Flexibilidad, Plan de carrera adaptado, Formación continua, Descuentos exclusivos para bienestar",Madrid,,,"Consultor/a FHIR para Interoperabilidad - Madrid HL7 FHIR, RESTful, análisis de requisitos técnicos, documentación técnica, trabajo en equipo, arquitectura de sistemas, pruebas de interoperabilidad"
2.0,junior,Presencial,Grado Universitario,"Salud, Farmacia y Tecnología Médica",Jornada completa,,Madrid,30000.0,22.000-30.000,"TCAE/ técnico laboratorio clínicas de fertilidad aab16f16 Asistencial, apoyo en pruebas, tratamientos e intervenciones junto al equipo médico"
1.0,junior,Presencial,FP Medio,Servicios,Temporal,,Valladolid,19000.0,15.000-22.000,"Técnico/a de fumigación y control de plagas Control de plagas, fumigación, trabajos en alturas, instalación de redes y láseres, permiso de conducir B"
0.0,intern,Presencial,FP Superior,Productos químicos y recursos,Jornada completa,,Las Palmas de Gran Canaria,20000.0,15.000-22.000,"Responsable de Calidad Análisis, resolución de problemas, trabajo en equipo, conocimiento de protocolos del sector alimentación, manejo de Office (Word y Excel)"
,,Hibrido,Grado Universitario,Tecnología y telecomunicaciones,Jornada completa,,España,,,"JEFE PROYECTO SANIDAD gestión de proyectos, metodologías ágiles (Scrum, Kanban, Safe), conocimiento de estándares sanitarios (HL7, FHIR, OpenEHR), desarrollo (Java, servicios REST, JSON, Angular, Postman)"
0.0,intern,,FP Medio,"Salud, Farmacia y Tecnología Médica",Temporal,,España,,,"TCAE Hospitalización - Centro Médico Teknon Desarrollo profesional en centro hospitalario, atención al paciente, trabajo en equipo"
0.0,intern,Presencial,Grado Universitario,Agricultura,Jornada completa,,Girona,,,"Técnico/a de Calidad - Itinerante Sistemas APPCC, normativas ISO, legislación aplicable"
1.0,junior,Presencial,Grado Universitario,Economía y política,Media jornada,,Sevilla,,,"Docente de SANIDAD Docencia en Sanidad, CAP, Máster del Profesorado, Titulación en Magisterio, Pedagogía o Psicopedagogía, Certificado de Profesionalidad de Docencia de la Formación Profesional para el Empleo SSCE0110"
